name,chart,version,base,catalog_layer,recipe_path,variant_path,values_profile,namespace,release_name,rendered_objects_path,package_base_path,installer_package_oci_ref,intent_path,render_parity,confighub_scan_ops,local_kind,gitops_oci_live,live_dual_parity,two_cluster_kind,variant_promotion,lifecycle_route_contract,lifecycle_route_count,gitops_route_count,lifecycle_contract_state,lifecycle_contract_reason,lifecycle_contract_next_action,declared_target_fact_count,target_requirement_count,target_fact_action_count,target_fact_contract_state,target_fact_contract_reason,target_fact_contract_next_action,confighub_change_state,setting_overlap_policy,source_repository_url
metrics-server-metrics-server-3-13-0-external-tls-ca,metrics-server/metrics-server,3.13.0,external-tls-ca,F2b,recipes/metrics-server/metrics-server/3.13.0,recipes/metrics-server/metrics-server/3.13.0/variants/external-tls-ca/variant.yaml,recipes/metrics-server/metrics-server/3.13.0/effective-values-external-tls-ca.yaml,kube-system,metrics-server,recipes/metrics-server/metrics-server/3.13.0/revisions/external-tls-ca/r001/rendered/release-objects.yaml,packages/metrics-server/metrics-server/3.13.0/bases/external-tls-ca,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.0@sha256:ebe6356044a23425f14c440f195f89f82569962a2aa6ddb25fc8503e0978d50b,data/helm-render-intents/intents/metrics-server-metrics-server-3-13-0-external-tls-ca.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/metrics-server/
metrics-server-metrics-server-3-13-1-default,metrics-server/metrics-server,3.13.1,default,F2a,recipes/metrics-server/metrics-server/3.13.1,recipes/metrics-server/metrics-server/3.13.1/variants/default/variant.yaml,recipes/metrics-server/metrics-server/3.13.1/effective-values.yaml,kube-system,metrics-server,recipes/metrics-server/metrics-server/3.13.1/revisions/default/r001/rendered/release-objects.yaml,packages/metrics-server/metrics-server/3.13.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.1@sha256:be476b65366c456783f0b2b09f21fff15ebba0c1547a043893893874fe87fc92,data/helm-render-intents/intents/metrics-server-metrics-server-3-13-1-default.yaml,yes,todo,todo,yes,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/metrics-server/
metrics-server-metrics-server-3-13-1-external-tls-ca,metrics-server/metrics-server,3.13.1,external-tls-ca,F2b,recipes/metrics-server/metrics-server/3.13.1,recipes/metrics-server/metrics-server/3.13.1/variants/external-tls-ca/variant.yaml,recipes/metrics-server/metrics-server/3.13.1/effective-values-external-tls-ca.yaml,kube-system,metrics-server,recipes/metrics-server/metrics-server/3.13.1/revisions/external-tls-ca/r001/rendered/release-objects.yaml,packages/metrics-server/metrics-server/3.13.1/bases/external-tls-ca,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/metrics-server-metrics-server:3.13.1@sha256:be476b65366c456783f0b2b09f21fff15ebba0c1547a043893893874fe87fc92,data/helm-render-intents/intents/metrics-server-metrics-server-3-13-1-external-tls-ca.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,2,2,0,attached,2 target prerequisites declared by this base.,,none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/metrics-server/
minio-operator-operator-7-1-1-default,minio-operator/operator,7.1.1,default,F2a,recipes/minio-operator/operator/7.1.1,recipes/minio-operator/operator/7.1.1/variants/default/variant.yaml,recipes/minio-operator/operator/7.1.1/effective-values.yaml,default,operator,recipes/minio-operator/operator/7.1.1/revisions/default/r001/rendered/release-objects.yaml,packages/minio-operator/operator/7.1.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-operator:7.1.1@sha256:c1bfea10ba182a727725356a04c4ed0a9a1b8170240353057a69ed4222e0a6a3,data/helm-render-intents/intents/minio-operator-operator-7-1-1-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://operator.min.io
minio-operator-tenant-7-1-1-default,minio-operator/tenant,7.1.1,default,F2a,recipes/minio-operator/tenant/7.1.1,recipes/minio-operator/tenant/7.1.1/variants/default/variant.yaml,recipes/minio-operator/tenant/7.1.1/effective-values.yaml,default,tenant,recipes/minio-operator/tenant/7.1.1/revisions/default/r001/rendered/release-objects.yaml,packages/minio-operator/tenant/7.1.1/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/minio-operator-tenant:7.1.1@sha256:7e299b39fafb43ce72c098b93dacfcb861e8aa48a336844fcd3a4798f59b9fd8,data/helm-render-intents/intents/minio-operator-tenant-7-1-1-default.yaml,yes,yes,yes,watch,watch,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,1,1,0,attached,1 target prerequisite declared by this base.,,none-in-catalog-base,review-required,https://operator.min.io
nats-nack-0-34-0-default,nats/nack,0.34.0,default,F2a,recipes/nats/nack/0.34.0,recipes/nats/nack/0.34.0/variants/default/variant.yaml,recipes/nats/nack/0.34.0/effective-values.yaml,default,nack,recipes/nats/nack/0.34.0/revisions/default/r001/rendered/release-objects.yaml,packages/nats/nack/0.34.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nack:0.34.0@sha256:f9cbdf853618325eaa8c6d002372d71586f714d70ba1b835fe7cbfa881f43b06,data/helm-render-intents/intents/nats-nack-0-34-0-default.yaml,yes,yes,yes,yes,yes,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://nats-io.github.io/k8s/helm/charts/
nats-nack-0-34-0-no-crds,nats/nack,0.34.0,no-crds,F2b,recipes/nats/nack/0.34.0,recipes/nats/nack/0.34.0/variants/no-crds/variant.yaml,recipes/nats/nack/0.34.0/effective-values-no-crds.yaml,default,nack,recipes/nats/nack/0.34.0/revisions/no-crds/r001/rendered/release-objects.yaml,packages/nats/nack/0.34.0/bases/no-crds,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nack:0.34.0@sha256:f9cbdf853618325eaa8c6d002372d71586f714d70ba1b835fe7cbfa881f43b06,data/helm-render-intents/intents/nats-nack-0-34-0-no-crds.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://nats-io.github.io/k8s/helm/charts/
nats-nats-2-14-0-default,nats/nats,2.14.0,default,F2a,recipes/nats/nats/2.14.0,recipes/nats/nats/2.14.0/variants/default/variant.yaml,recipes/nats/nats/2.14.0/effective-values.yaml,default,nats,recipes/nats/nats/2.14.0/revisions/default/r001/rendered/release-objects.yaml,packages/nats/nats/2.14.0/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nats:2.14.0@sha256:0e463d67359b59da9f1a7415c462d64f1437497115cc697d0f552b03289b3f11,data/helm-render-intents/intents/nats-nats-2-14-0-default.yaml,yes,yes,yes,yes,yes,yes,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://nats-io.github.io/k8s/helm/charts/
nats-nats-2-14-0-ha,nats/nats,2.14.0,ha,F2b,recipes/nats/nats/2.14.0,recipes/nats/nats/2.14.0/variants/ha/variant.yaml,recipes/nats/nats/2.14.0/effective-values-ha.yaml,default,nats,recipes/nats/nats/2.14.0/revisions/ha/r001/rendered/release-objects.yaml,packages/nats/nats/2.14.0/bases/ha,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-nats:2.14.0@sha256:0e463d67359b59da9f1a7415c462d64f1437497115cc697d0f552b03289b3f11,data/helm-render-intents/intents/nats-nats-2-14-0-ha.yaml,yes,yes,yes,yes,yes,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://nats-io.github.io/k8s/helm/charts/
nats-surveyor-0-20-9-default,nats/surveyor,0.20.9,default,F2a,recipes/nats/surveyor/0.20.9,recipes/nats/surveyor/0.20.9/variants/default/variant.yaml,recipes/nats/surveyor/0.20.9/effective-values.yaml,default,surveyor,recipes/nats/surveyor/0.20.9/revisions/default/r001/rendered/release-objects.yaml,packages/nats/surveyor/0.20.9/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-surveyor:0.20.9@sha256:91058331c4da0d7485450ee8acad2235b54a40cdf00ea89d842d645cb63eb5fe,data/helm-render-intents/intents/nats-surveyor-0-20-9-default.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,2,actionable-gap,"2 observed prerequisite action records exist, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",none-in-catalog-base,review-required,https://nats-io.github.io/k8s/helm/charts/
nats-surveyor-0-20-9-default-reviewed,nats/surveyor,0.20.9,default-reviewed,F2b,recipes/nats/surveyor/0.20.9,recipes/nats/surveyor/0.20.9/variants/default-reviewed/variant.yaml,recipes/nats/surveyor/0.20.9/effective-values.yaml,default,surveyor,recipes/nats/surveyor/0.20.9/revisions/default-reviewed/r001/rendered/release-objects.yaml,packages/nats/surveyor/0.20.9/bases/default-reviewed,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nats-surveyor:0.20.9@sha256:91058331c4da0d7485450ee8acad2235b54a40cdf00ea89d842d645cb63eb5fe,data/helm-render-intents/intents/nats-surveyor-0-20-9-default-reviewed.yaml,yes,yes,no,watch,watch,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,2,actionable-gap,"2 observed prerequisite action records exist, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",none-in-catalog-base,review-required,https://nats-io.github.io/k8s/helm/charts/
nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4-0-18-default,nfs-subdir-external-provisioner/nfs-subdir-external-provisioner,4.0.18,default,F2a,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/variants/default/variant.yaml,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/effective-values.yaml,default,nfs-subdir-external-provisioner,recipes/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/revisions/default/r001/rendered/release-objects.yaml,packages/nfs-subdir-external-provisioner/nfs-subdir-external-provisioner/4.0.18/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner:4.0.18@sha256:7c28f9242e8913ddf0d434100eb0abdfb33b014b40665ad6256590d82211d4d3,data/helm-render-intents/intents/nfs-subdir-external-provisioner-nfs-subdir-external-provisioner-4-0-18-default.yaml,yes,yes,no,no,no,no,proven,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,1,actionable-gap,"1 observed prerequisite action record exists, but the base does not declare the prerequisite.","Add the observed prerequisite to spec.targetFacts in the base variant, then rerun its proof.",none-in-catalog-base,review-required,https://kubernetes-sigs.github.io/nfs-subdir-external-provisioner/
nvidia-nvidia-device-plugin-0-19-3-default,nvidia/nvidia-device-plugin,0.19.3,default,F2a,recipes/nvidia/nvidia-device-plugin/0.19.3,recipes/nvidia/nvidia-device-plugin/0.19.3/variants/default/variant.yaml,recipes/nvidia/nvidia-device-plugin/0.19.3/effective-values.yaml,gpu-operator,nvidia-device-plugin,recipes/nvidia/nvidia-device-plugin/0.19.3/revisions/default/r001/rendered/release-objects.yaml,packages/nvidia/nvidia-device-plugin/0.19.3/bases/default,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nvidia-nvidia-device-plugin:0.19.3@sha256:0dfddc9142b6c95f4d2dbaf34b827af66096c50cef89bb4578a3f91383f705c3,data/helm-render-intents/intents/nvidia-nvidia-device-plugin-0-19-3-default.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://nvidia.github.io/k8s-device-plugin
nvidia-nvidia-device-plugin-0-19-3-eks-inference,nvidia/nvidia-device-plugin,0.19.3,eks-inference,F2b,recipes/nvidia/nvidia-device-plugin/0.19.3,recipes/nvidia/nvidia-device-plugin/0.19.3/variants/eks-inference/variant.yaml,recipes/nvidia/nvidia-device-plugin/0.19.3/effective-values-eks-inference.yaml,gpu-operator,nvidia-device-plugin,recipes/nvidia/nvidia-device-plugin/0.19.3/revisions/eks-inference/r001/rendered/release-objects.yaml,packages/nvidia/nvidia-device-plugin/0.19.3/bases/eks-inference,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nvidia-nvidia-device-plugin:0.19.3@sha256:0dfddc9142b6c95f4d2dbaf34b827af66096c50cef89bb4578a3f91383f705c3,data/helm-render-intents/intents/nvidia-nvidia-device-plugin-0-19-3-eks-inference.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://nvidia.github.io/k8s-device-plugin
nvidia-nvidia-device-plugin-0-19-3-nfd-enabled,nvidia/nvidia-device-plugin,0.19.3,nfd-enabled,F2b,recipes/nvidia/nvidia-device-plugin/0.19.3,recipes/nvidia/nvidia-device-plugin/0.19.3/variants/nfd-enabled/variant.yaml,recipes/nvidia/nvidia-device-plugin/0.19.3/effective-values-nfd-enabled.yaml,gpu-operator,nvidia-device-plugin,recipes/nvidia/nvidia-device-plugin/0.19.3/revisions/nfd-enabled/r001/rendered/release-objects.yaml,packages/nvidia/nvidia-device-plugin/0.19.3/bases/nfd-enabled,oci://europe-west1-docker.pkg.dev/nth-fort-499605-q5/helm-expt/nvidia-nvidia-device-plugin:0.19.3@sha256:0dfddc9142b6c95f4d2dbaf34b827af66096c50cef89bb4578a3f91383f705c3,data/helm-render-intents/intents/nvidia-nvidia-device-plugin-0-19-3-nfd-enabled.yaml,yes,todo,todo,todo,todo,todo,missing-confighub-proof,n/a,0,0,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,0,0,0,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites. When none are required, add an explicit empty targetFacts declaration plus targetFactsReview scope and evidence.",none-in-catalog-base,review-required,https://nvidia.github.io/k8s-device-plugin
