chart,feature,status,support_meaning,evidence
elastic/logstash@8.5.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/logstash@8.5.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/elastic/logstash/8.5.1/helm-pain-report.yaml;recipes/elastic/logstash/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,existing_secret,n/a,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,crds,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,no_crds_variant,n/a (no CRDs),CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
elastic/metricbeat@8.5.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/elastic/metricbeat/8.5.1/helm-pain-report.yaml;recipes/elastic/metricbeat/8.5.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,crds,present,CRDs are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,required_values,yes - mandatory inputs (required/fail),tracked chart fact,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,values_schema,yes - values.schema.json,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-dns/external-dns@1.21.1,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/external-dns/external-dns/1.21.1/helm-pain-report.yaml;recipes/external-dns/external-dns/1.21.1/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,generates_secrets,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,existing_secret,buildable - not yet run,bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,crds,present,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,no_crds_variant,built,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,webhooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,notes,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,buildable_not_yet_run,existing-secret (buildable - not yet run),known build path exists but has not been promoted,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
external-secrets/external-secrets@2.5.0,not_yet_enabled,- (no open gap: recommended capabilities built or n/a; quirks modeled - Level 2),no hard capability gap recorded,data/chart-facts/chart-facts.csv;recipes/external-secrets/external-secrets/2.5.0/helm-pain-report.yaml;recipes/external-secrets/external-secrets/2.5.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,post_deploy_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,other_hooks,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,hook_status,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,generates_secrets,yes,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,existing_secret,NOT built - chart ships no Secret toggle (#113),bring-your-own-secret route status,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,crds,present,CRDs are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,no_crds_variant,buildable - not yet run,CRD ownership route status,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,webhooks,present,admission webhooks are present; count 1; raw count is in chart-facts.csv,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,required_values,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,values_schema,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,install_vs_upgrade,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,notes,yes - NOTES.txt,tracked chart fact,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,extension_slots,yes - per-use review,open extension slots require per-use review,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,buildable_not_yet_run,-,not observed or not applicable in chart facts,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
fairwinds-stable/goldilocks@10.3.0,not_yet_enabled,existing-secret (chart ships no Secret toggle - #113),hard gap or curated proof lane remains,data/chart-facts/chart-facts.csv;recipes/fairwinds-stable/goldilocks/10.3.0/helm-pain-report.yaml;recipes/fairwinds-stable/goldilocks/10.3.0/weirdness-and-mitigations.md
